time bp_transducer_voltage trigger
2015-04-14-13-43-843000: 1.70058915353 -1.0
2015-04-14-13-43-859000: 1.690870638 -1.0
2015-04-14-13-43-875000: 1.68069892744 -1.0
2015-04-14-13-43-890000: 1.66523994159 -1.0
2015-04-14-13-43-906000: 1.65360793595 -1.0
2015-04-14-13-43-921000: 1.64081776524 -1.0
2015-04-14-13-43-937000: 1.62238783423 -1.0
2015-04-14-13-43-953000: 1.6109068936 -1.0
2015-04-14-13-43-968000: 1.60617352334 -1.0
2015-04-14-13-43-000000: 1.59222518757 -1.0
2015-04-14-13-43-000000: 1.58467193716 -1.0
2015-04-14-13-43-015000: 1.58039176192 -1.0
2015-04-14-13-43-046000: 1.57152928143 -1.0
2015-04-14-13-43-046000: 1.5653859711 -1.0
2015-04-14-13-43-078000: 1.56080366584 -1.0
2015-04-14-13-43-093000: 1.55914195075 -1.0
2015-04-14-13-43-109000: 1.56986756634 -1.0
2015-04-14-13-43-125000: 1.80568004431 -1.0
2015-04-14-13-43-140000: 1.85976131729 -1.0
2015-04-14-13-43-156000: 1.88649982376 -1.0
2015-04-14-13-43-171000: 1.89984389949 -1.0
2015-04-14-13-43-187000: 1.89042751397 1.89342751397
2015-04-14-13-43-203000: 1.88070899844 -1.0
2015-04-14-13-43-218000: 1.85845208721 -1.0
2015-04-14-13-43-234000: 1.84042499622 -1.0
2015-04-14-13-43-265000: 1.81111838461 -1.0
2015-04-14-13-43-281000: 1.73558588046 -1.0
2015-04-14-13-43-296000: 1.72153683468 -1.0
2015-04-14-13-43-312000: 1.71166725414 -1.0
2015-04-14-13-43-328000: 1.68885643789 -1.0
2015-04-14-13-43-343000: 1.67797975729 -1.0
2015-04-14-13-43-359000: 1.65970089128 -1.0
2015-04-14-13-43-375000: 1.64942847072 -1.0
2015-04-14-13-43-390000: 1.63230776978 -1.0
2015-04-14-13-43-406000: 1.62389848431 -1.0
2015-04-14-13-43-421000: 1.61533813384 -1.0
2015-04-14-13-43-437000: 1.60274938315 -1.0
2015-04-14-13-43-453000: 1.59157057254 -1.0
2015-04-14-13-43-468000: 1.58462158215 -1.0
2015-04-14-13-43-484000: 1.57913288685 -1.0
2015-04-14-13-43-500000: 1.57344277154 -1.0
2015-04-14-13-43-515000: 1.56881011128 -1.0
2015-04-14-13-43-531000: 1.56881011128 -1.0
2015-04-14-13-43-546000: 1.56120650587 -1.0
2015-04-14-13-43-562000: 1.76454000705 -1.0
2015-04-14-13-43-578000: 1.86298403746 -1.0
2015-04-14-13-43-593000: 1.86812024775 -1.0
2015-04-14-13-43-609000: 1.89722543935 -1.0
2015-04-14-13-43-625000: 1.90281484465 1.90581484465
2015-04-14-13-43-640000: 1.88790976384 -1.0
2015-04-14-13-43-656000: 1.87073870789 -1.0
2015-04-14-13-43-687000: 1.85527972204 -1.0
2015-04-14-13-43-687000: 1.83166322574 -1.0
2015-04-14-13-43-703000: 1.77959615288 -1.0
2015-04-14-13-43-734000: 1.71886801954 -1.0
2015-04-14-13-43-734000: 1.7126743542 -1.0
2015-04-14-13-43-765000: 1.69731607835 -1.0
2015-04-14-13-43-781000: 1.68165567249 -1.0
2015-04-14-13-43-796000: 1.66755627172 -1.0
2015-04-14-13-43-812000: 1.65350722594 -1.0
2015-04-14-13-43-828000: 1.63895463014 -1.0
2015-04-14-13-43-843000: 1.62218641422 -1.0
2015-04-14-13-43-859000: 1.61377712876 -1.0
2015-04-14-13-43-875000: 1.60390754821 -1.0
2015-04-14-13-43-890000: 1.59162092754 -1.0
2015-04-14-13-43-906000: 1.58406767712 -1.0
2015-04-14-13-43-921000: 1.58250667204 -1.0
2015-04-14-13-43-937000: 1.57107608641 -1.0
2015-04-14-13-43-953000: 1.56599023113 -1.0
2015-04-14-13-43-968000: 1.56221360592 -1.0
2015-04-14-13-43-984000: 1.55833627071 -1.0
2015-04-14-13-43-000000: 1.62596303943 -1.0
2015-04-14-13-43-015000: 1.81706027494 -1.0
2015-04-14-13-43-031000: 1.84304345637 -1.0
2015-04-14-13-43-046000: 1.88493881867 -1.0
2015-04-14-13-43-062000: 1.87829195831 1.88129195831
2015-04-14-13-43-078000: 1.86741527771 -1.0
2015-04-14-13-43-093000: 1.84812931165 -1.0
2015-04-14-13-43-109000: 1.82703056549 -1.0
2015-04-14-13-43-125000: 1.8018027091 -1.0
2015-04-14-13-43-140000: 1.75305906642 -1.0
2015-04-14-13-43-156000: 1.70658139886 -1.0
2015-04-14-13-43-171000: 1.70285512866 -1.0
2015-04-14-13-43-187000: 1.67747620726 -1.0
2015-04-14-13-43-203000: 1.672692482 -1.0
2015-04-14-13-43-218000: 1.65723349615 -1.0
2015-04-14-13-43-234000: 1.64318445038 -1.0
2015-04-14-13-43-250000: 1.63114960471 -1.0
2015-04-14-13-43-265000: 1.61312251372 -1.0
2015-04-14-13-43-281000: 1.60758346342 -1.0
2015-04-14-13-43-296000: 1.60133944307 -1.0
2015-04-14-13-43-312000: 1.58628329725 -1.0
2015-04-14-13-43-328000: 1.58064353694 -1.0
2015-04-14-13-43-359000: 1.57364419155 -1.0
2015-04-14-13-43-359000: 1.56931366131 -1.0
2015-04-14-13-43-375000: 1.5599979858 -1.0
2015-04-14-13-43-406000: 1.55883982074 -1.0
2015-04-14-13-43-421000: 1.55254544539 -1.0
2015-04-14-13-43-437000: 1.56382496601 -1.0
2015-04-14-13-43-453000: 1.79787501888 -1.0
2015-04-14-13-43-468000: 1.84969031673 -1.0
2015-04-14-13-43-484000: 1.87577420817 -1.0
2015-04-14-13-43-500000: 1.87894657334 -1.0
2015-04-14-13-43-515000: 1.86897628279 1.87197628279
2015-04-14-13-43-531000: 1.85256055189 -1.0
2015-04-14-13-43-546000: 1.8272319855 -1.0
2015-04-14-13-43-562000: 1.80965808953 -1.0
2015-04-14-13-43-578000: 1.7709854474 -1.0
2015-04-14-13-43-593000: 1.69595649328 -1.0
2015-04-14-13-43-609000: 1.69711465834 -1.0
2015-04-14-13-43-625000: 1.68316632257 -1.0
2015-04-14-13-43-640000: 1.67611662219 -1.0
2015-04-14-13-43-656000: 1.65965053628 -1.0
2015-04-14-13-43-671000: 1.64821995065 -1.0
2015-04-14-13-43-687000: 1.63361699985 -1.0
2015-04-14-13-43-703000: 1.62143108918 -1.0
2015-04-14-13-43-718000: 1.61015156856 -1.0
2015-04-14-13-43-734000: 1.60400825822 -1.0
2015-04-14-13-43-750000: 1.58960672743 -1.0
2015-04-14-13-43-765000: 1.58225489702 -1.0
2015-04-14-13-43-781000: 1.57545697165 -1.0
2015-04-14-13-43-796000: 1.57550732665 -1.0
2015-04-14-13-43-812000: 1.55375396546 -1.0
2015-04-14-13-43-828000: 1.56135757087 -1.0
2015-04-14-13-43-843000: 1.55340148044 -1.0
2015-04-14-13-43-859000: 1.55189083035 -1.0
2015-04-14-13-43-875000: 1.76166977189 -1.0
2015-04-14-13-43-890000: 1.8600130923 -1.0
2015-04-14-13-43-906000: 1.85165416184 -1.0
2015-04-14-13-43-921000: 1.88987360894 -1.0
2015-04-14-13-43-937000: 1.87914799335 1.88214799335
2015-04-14-13-43-953000: 1.86318545748 -1.0
2015-04-14-13-43-968000: 1.84530943149 -1.0
2015-04-14-13-43-984000: 1.82426104033 -1.0
2015-04-14-13-44-000000: 1.8036154892 -1.0
2015-04-14-13-44-031000: 1.73196032026 -1.0
2015-04-14-13-44-031000: 1.71891837454 -1.0
2015-04-14-13-44-046000: 1.70225086862 -1.0
2015-04-14-13-44-078000: 1.67954076237 -1.0
2015-04-14-13-44-093000: 1.6708797019 -1.0
2015-04-14-13-44-109000: 1.65516894103 -1.0
2015-04-14-13-44-125000: 1.64409084042 -1.0
2015-04-14-13-44-140000: 1.6290850496 -1.0
2015-04-14-13-44-156000: 1.61508635883 -1.0
2015-04-14-13-44-171000: 1.6073316884 -1.0
2015-04-14-13-44-187000: 1.59499471272 -1.0
2015-04-14-13-44-203000: 1.58880104738 -1.0
2015-04-14-13-44-218000: 1.57721939675 -1.0
2015-04-14-13-44-234000: 1.57439951659 -1.0
2015-04-14-13-44-250000: 1.56599023113 -1.0
2015-04-14-13-44-265000: 1.56155899089 -1.0
2015-04-14-13-44-281000: 1.56140792588 -1.0
2015-04-14-13-44-296000: 1.54715746009 -1.0
2015-04-14-13-44-312000: 1.66700236669 -1.0
2015-04-14-13-44-328000: 1.83337529584 -1.0
2015-04-14-13-44-343000: 1.84304345637 -1.0
2015-04-14-13-44-359000: 1.89208922906 -1.0
2015-04-14-13-44-375000: 1.88312603857 1.88612603857
2015-04-14-13-44-390000: 1.87678130822 -1.0
2015-04-14-13-44-406000: 1.8580996022 -1.0
2015-04-14-13-44-421000: 1.8418852913 -1.0
2015-04-14-13-44-437000: 1.81781559998 -1.0
2015-04-14-13-44-453000: 1.77043154237 -1.0
2015-04-14-13-44-468000: 1.70557429881 -1.0
2015-04-14-13-44-484000: 1.70622891384 -1.0
2015-04-14-13-44-500000: 1.6871947228 -1.0
2015-04-14-13-44-515000: 1.67536129714 -1.0
2015-04-14-13-44-531000: 1.66252077144 -1.0
2015-04-14-13-44-546000: 1.64988166574 -1.0
2015-04-14-13-44-562000: 1.63648723501 -1.0
2015-04-14-13-44-578000: 1.62087718415 -1.0
2015-04-14-13-44-593000: 1.61352535374 -1.0
2015-04-14-13-44-609000: 1.60637494335 -1.0
2015-04-14-13-44-625000: 1.59051311748 -1.0
2015-04-14-13-44-640000: 1.58703862229 -1.0
2015-04-14-13-44-656000: 1.57596052168 -1.0
2015-04-14-13-44-671000: 1.57001863135 -1.0
2015-04-14-13-44-703000: 1.56523490609 -1.0
2015-04-14-13-44-703000: 1.56291857596 -1.0
2015-04-14-13-44-718000: 1.56261644594 -1.0
2015-04-14-13-44-750000: 1.58290951206 -1.0
2015-04-14-13-44-765000: 1.81570068986 -1.0
2015-04-14-13-44-781000: 1.86424291253 -1.0
2015-04-14-13-44-796000: 1.88458633365 -1.0
2015-04-14-13-44-812000: 1.88252177854 1.88552177854
2015-04-14-13-44-828000: 1.89657082431 -1.0
2015-04-14-13-44-843000: 1.86570320761 -1.0
2015-04-14-13-44-859000: 1.85512865703 -1.0
2015-04-14-13-44-875000: 1.84052570623 -1.0
2015-04-14-13-44-890000: 1.800040284 -1.0
2015-04-14-13-44-906000: 1.72470919986 -1.0
2015-04-14-13-44-921000: 1.7164509794 -1.0
2015-04-14-13-44-937000: 1.70582607382 -1.0
2015-04-14-13-44-953000: 1.68986353794 -1.0
2015-04-14-13-44-968000: 1.67395135707 -1.0
2015-04-14-13-44-984000: 1.66095976635 -1.0
2015-04-14-13-44-000000: 1.64529936049 -1.0
2015-04-14-13-44-015000: 1.63220705977 -1.0
2015-04-14-13-44-031000: 1.6218842842 -1.0
2015-04-14-13-44-046000: 1.61151115363 -1.0
2015-04-14-13-44-062000: 1.60028198802 -1.0
2015-04-14-13-44-078000: 1.59026134246 -1.0
2015-04-14-13-44-093000: 1.59011027746 -1.0
2015-04-14-13-44-109000: 1.57802507679 -1.0
2015-04-14-13-44-125000: 1.57288886651 -1.0
2015-04-14-13-44-140000: 1.56820585125 -1.0
2015-04-14-13-44-156000: 1.56488242107 -1.0
2015-04-14-13-44-171000: 1.55989727579 -1.0
2015-04-14-13-44-187000: 1.77954579788 -1.0
2015-04-14-13-44-203000: 1.88216929352 -1.0
2015-04-14-13-44-218000: 1.88040686842 -1.0
2015-04-14-13-44-234000: 1.91374188026 -1.0
2015-04-14-13-44-250000: 1.90835389496 1.91135389496
2015-04-14-13-44-265000: 1.8963694043 -1.0
2015-04-14-13-44-281000: 1.88307568357 -1.0
2015-04-14-13-44-296000: 1.8580996022 -1.0
2015-04-14-13-44-312000: 1.83423133088 -1.0
2015-04-14-13-44-328000: 1.77078402739 -1.0
2015-04-14-13-44-343000: 1.73050002518 -1.0
2015-04-14-13-44-375000: 1.7236517448 -1.0
2015-04-14-13-44-375000: 1.7000856035 -1.0
2015-04-14-13-44-390000: 1.68623797774 -1.0
2015-04-14-13-44-421000: 1.66780804673 -1.0
2015-04-14-13-44-437000: 1.65678030112 -1.0
2015-04-14-13-44-453000: 1.63477516491 -1.0
2015-04-14-13-44-468000: 1.62556019941 -1.0
2015-04-14-13-44-484000: 1.61861120902 -1.0
2015-04-14-13-44-500000: 1.60652600836 -1.0
2015-04-14-13-44-515000: 1.59514577773 -1.0
2015-04-14-13-44-531000: 1.58875069238 -1.0
2015-04-14-13-44-546000: 1.58165063699 -1.0
2015-04-14-13-44-562000: 1.56845762627 -1.0
2015-04-14-13-44-578000: 1.56820585125 -1.0
2015-04-14-13-44-593000: 1.56513419608 -1.0
2015-04-14-13-44-609000: 1.55748023566 -1.0
2015-04-14-13-44-625000: 1.65753562616 -1.0
2015-04-14-13-44-640000: 1.83282139081 -1.0
2015-04-14-13-44-656000: 1.84651795156 -1.0
2015-04-14-13-44-671000: 1.88851402387 -1.0
2015-04-14-13-44-687000: 1.88715443879 1.89015443879
2015-04-14-13-44-703000: 1.87673095322 -1.0
2015-04-14-13-44-718000: 1.8563371771 -1.0
2015-04-14-13-44-734000: 1.8381086661 -1.0
2015-04-14-13-44-750000: 1.81786595498 -1.0
2015-04-14-13-44-765000: 1.76459036205 -1.0
2015-04-14-13-44-781000: 1.70894808399 -1.0
2015-04-14-13-44-796000: 1.71005589405 -1.0
2015-04-14-13-44-812000: 1.68497910267 -1.0
2015-04-14-13-44-828000: 1.67546200715 -1.0
2015-04-14-13-44-843000: 1.66398106652 -1.0
2015-04-14-13-44-859000: 1.64998237575 -1.0
2015-04-14-13-44-875000: 1.63588297497 -1.0
2015-04-14-13-44-890000: 1.61861120902 -1.0
2015-04-14-13-44-906000: 1.61156150864 -1.0
2015-04-14-13-44-921000: 1.59932524296 -1.0
2015-04-14-13-44-937000: 1.59293015761 -1.0
2015-04-14-13-44-953000: 1.58351377209 -1.0
2015-04-14-13-44-968000: 1.58089531195 -1.0
2015-04-14-13-44-000000: 1.57042147137 -1.0
2015-04-14-13-44-000000: 1.56533561609 -1.0
2015-04-14-13-44-015000: 1.55868875573 -1.0
2015-04-14-13-44-046000: 1.5582355607 -1.0
2015-04-14-13-44-046000: 1.56926330631 -1.0
2015-04-14-13-44-062000: 1.81419003978 -1.0
2015-04-14-13-44-093000: 1.84898534669 -1.0
2015-04-14-13-44-109000: 1.88247142354 -1.0
2015-04-14-13-44-125000: 1.88196787351 -1.0
2015-04-14-13-44-140000: 1.87028551287 1.87328551287
2015-04-14-13-44-156000: 1.84994209175 -1.0
2015-04-14-13-44-171000: 1.83307316582 -1.0
2015-04-14-13-44-187000: 1.81111838461 -1.0
2015-04-14-13-44-203000: 1.7727478725 -1.0
2015-04-14-13-44-218000: 1.69686288333 -1.0
2015-04-14-13-44-234000: 1.70245228863 -1.0
2015-04-14-13-44-250000: 1.68321667758 -1.0
2015-04-14-13-44-265000: 1.67586484717 -1.0
2015-04-14-13-44-281000: 1.66443426154 -1.0
2015-04-14-13-44-296000: 1.64605468553 -1.0
2015-04-14-13-44-312000: 1.63663830002 -1.0
2015-04-14-13-44-328000: 1.62218641422 -1.0
2015-04-14-13-44-343000: 1.6126693187 -1.0
2015-04-14-13-44-359000: 1.60239689813 -1.0
2015-04-14-13-44-375000: 1.59177199255 -1.0
2015-04-14-13-44-390000: 1.58477264716 -1.0
2015-04-14-13-44-406000: 1.57621229669 -1.0
2015-04-14-13-44-421000: 1.57112644141 -1.0
2015-04-14-13-44-437000: 1.563623546 -1.0
2015-04-14-13-44-453000: 1.56201218591 -1.0
2015-04-14-13-44-468000: 1.55355254545 -1.0
2015-04-14-13-44-484000: 1.55858804572 -1.0
2015-04-14-13-44-500000: 1.79001963845 -1.0
2015-04-14-13-44-515000: 1.86026486731 -1.0
2015-04-14-13-44-531000: 1.87229971298 -1.0
2015-04-14-13-44-546000: 1.88609698374 -1.0
2015-04-14-13-44-562000: 1.88221964852 1.88521964852
2015-04-14-13-44-578000: 1.86399113752 -1.0
2015-04-14-13-44-593000: 1.84394984642 -1.0
2015-04-14-13-44-609000: 1.82632559545 -1.0
2015-04-14-13-44-625000: 1.79515584873 -1.0
2015-04-14-13-44-640000: 1.72219144972 -1.0
2015-04-14-13-44-671000: 1.70965305403 -1.0
2015-04-14-13-44-671000: 1.69771891837 -1.0
2015-04-14-13-44-687000: 1.67949040737 -1.0
2015-04-14-13-44-718000: 1.66715343169 -1.0
2015-04-14-13-44-718000: 1.65406113097 -1.0
2015-04-14-13-44-750000: 1.64439297044 -1.0
2015-04-14-13-44-765000: 1.62953824462 -1.0
2015-04-14-13-44-781000: 1.61423032378 -1.0
2015-04-14-13-44-796000: 1.60768417342 -1.0
2015-04-14-13-44-812000: 1.59428974269 -1.0
2015-04-14-13-44-828000: 1.58577974722 -1.0
2015-04-14-13-44-843000: 1.58270809205 -1.0
2015-04-14-13-44-859000: 1.57490306662 -1.0
2015-04-14-13-44-875000: 1.56624200614 -1.0
2015-04-14-13-44-890000: 1.56337177099 -1.0
2015-04-14-13-44-906000: 1.56105544086 -1.0
2015-04-14-13-44-921000: 1.55325041543 -1.0
2015-04-14-13-44-937000: 1.74057102573 -1.0
2015-04-14-13-44-953000: 1.8582506672 -1.0
2015-04-14-13-44-968000: 1.85492723702 -1.0
2015-04-14-13-44-984000: 1.88609698374 -1.0
2015-04-14-13-44-000000: 1.88675159877 1.88975159877
2015-04-14-13-44-015000: 1.87416284808 -1.0
2015-04-14-13-44-031000: 1.86112090236 -1.0
2015-04-14-13-44-046000: 1.85865350723 -1.0
2015-04-14-13-44-062000: 1.79963744398 -1.0
2015-04-14-13-44-078000: 1.76041089682 -1.0
2015-04-14-13-44-093000: 1.72042902462 -1.0
2015-04-14-13-44-109000: 1.70950198902 -1.0
2015-04-14-13-44-125000: 1.68281383755 -1.0
2015-04-14-13-44-140000: 1.68095070245 -1.0
2015-04-14-13-44-156000: 1.66312503147 -1.0
2015-04-14-13-44-171000: 1.64746462561 -1.0
2015-04-14-13-44-187000: 1.63512764993 -1.0
2015-04-14-13-44-203000: 1.61574097387 -1.0
2015-04-14-13-44-218000: 1.6109572486 -1.0
2015-04-14-13-44-234000: 1.60415932323 -1.0
2015-04-14-13-44-250000: 1.59081524749 -1.0
2015-04-14-13-44-265000: 1.58819678735 -1.0
2015-04-14-13-44-281000: 1.57903217685 -1.0
2015-04-14-13-44-296000: 1.56936401632 -1.0
2015-04-14-13-44-312000: 1.563573191 -1.0
2015-04-14-13-44-343000: 1.56417745103 -1.0
2015-04-14-13-44-343000: 1.55360290045 -1.0
2015-04-14-13-44-359000: 1.65078805579 -1.0
2015-04-14-13-44-390000: 1.83136109572 -1.0
2015-04-14-13-44-390000: 1.84843144166 -1.0
2015-04-14-13-44-421000: 1.89808147439 -1.0
2015-04-14-13-44-437000: 1.89123319402 1.89423319402
2015-04-14-13-44-453000: 1.88519059369 -1.0
2015-04-14-13-44-468000: 1.86298403746 -1.0
2015-04-14-13-44-484000: 1.84958960673 -1.0
2015-04-14-13-44-500000: 1.82622488544 -1.0
2015-04-14-13-44-515000: 1.7854373332 -1.0
2015-04-14-13-44-531000: 1.70597713883 -1.0
2015-04-14-13-44-546000: 1.71186867415 -1.0
2015-04-14-13-44-562000: 1.69469761821 -1.0
2015-04-14-13-44-578000: 1.68477768266 -1.0
2015-04-14-13-44-593000: 1.66861372677 -1.0
2015-04-14-13-44-609000: 1.65360793595 -1.0
2015-04-14-13-44-625000: 1.64252983534 -1.0
2015-04-14-13-44-640000: 1.62686942948 -1.0
2015-04-14-13-44-656000: 1.61951759907 -1.0
2015-04-14-13-44-671000: 1.61020192356 -1.0
2015-04-14-13-44-687000: 1.59892240294 -1.0
2015-04-14-13-44-703000: 1.58804572234 -1.0
2015-04-14-13-44-718000: 1.58447051715 -1.0
2015-04-14-13-44-734000: 1.57978750189 -1.0
2015-04-14-13-44-750000: 1.57016969636 -1.0
2015-04-14-13-44-765000: 1.56755123622 -1.0
2015-04-14-13-44-781000: 1.56100508586 -1.0
2015-04-14-13-44-796000: 1.58442016214 -1.0
2015-04-14-13-44-812000: 1.81887305504 -1.0
2015-04-14-13-44-828000: 1.86640817765 -1.0
2015-04-14-13-44-843000: 1.90251271464 -1.0
2015-04-14-13-44-859000: 1.90503046478 -1.0
2015-04-14-13-44-875000: 1.90110277456 1.90410277456
2015-04-14-13-44-890000: 1.88413313863 -1.0
2015-04-14-13-44-906000: 1.87668059822 -1.0
2015-04-14-13-44-921000: 1.85517901203 -1.0
2015-04-14-13-44-937000: 1.82280074525 -1.0
2015-04-14-13-44-953000: 1.74666398107 -1.0
2015-04-14-13-44-968000: 1.72944257012 -1.0
2015-04-14-13-44-984000: 1.71836446951 -1.0
2015-04-14-13-44-015000: 1.69560400826 -1.0
2015-04-14-13-44-015000: 1.68422377763 -1.0
2015-04-14-13-44-031000: 1.66685130168 -1.0
2015-04-14-13-44-062000: 1.65285261091 -1.0
2015-04-14-13-44-062000: 1.63336522484 -1.0
2015-04-14-13-44-093000: 1.62077647414 -1.0
2015-04-14-13-44-109000: 1.61533813384 -1.0
2015-04-14-13-44-125000: 1.60279973815 -1.0
2015-04-14-13-44-140000: 1.59383654766 -1.0
2015-04-14-13-44-156000: 1.58638400725 -1.0
2015-04-14-13-44-171000: 1.58154992699 -1.0
2015-04-14-13-44-187000: 1.5691625963 -1.0
2015-04-14-13-44-203000: 1.56699733118 -1.0
2015-04-14-13-44-218000: 1.56523490609 -1.0
2015-04-14-13-44-234000: 1.55853769072 -1.0
2015-04-14-13-44-250000: 1.7472178861 -1.0
2015-04-14-13-44-265000: 1.86625711264 -1.0
2015-04-14-13-44-281000: 1.85950954227 -1.0
2015-04-14-13-44-296000: 1.89908857445 -1.0
2015-04-14-13-44-312000: 1.89410342918 1.89710342918
2015-04-14-13-44-328000: 1.88881615388 -1.0
2015-04-14-13-44-343000: 1.85507830203 -1.0
2015-04-14-13-44-359000: 1.85386978196 -1.0
2015-04-14-13-44-375000: 1.8218943552 -1.0
2015-04-14-13-44-390000: 1.76957550733 -1.0
2015-04-14-13-44-406000: 1.72254393474 -1.0
2015-04-14-13-44-421000: 1.71796162949 -1.0
2015-04-14-13-44-437000: 1.69152525303 -1.0
2015-04-14-13-44-453000: 1.68059821743 -1.0
2015-04-14-13-44-468000: 1.66448461655 -1.0
2015-04-14-13-44-484000: 1.65204693086 -1.0
2015-04-14-13-44-500000: 1.63754469006 -1.0
2015-04-14-13-44-515000: 1.62379777431 -1.0
2015-04-14-13-44-531000: 1.61528777884 -1.0
2015-04-14-13-44-546000: 1.60269902815 -1.0
2015-04-14-13-44-562000: 1.58875069238 -1.0
2015-04-14-13-44-578000: 1.58452087215 -1.0
2015-04-14-13-44-593000: 1.58139886198 -1.0
2015-04-14-13-44-609000: 1.57213354147 -1.0
2015-04-14-13-44-625000: 1.56664484617 -1.0
2015-04-14-13-44-640000: 1.56095473085 -1.0
2015-04-14-13-44-656000: 1.55496248552 -1.0
2015-04-14-13-44-687000: 1.6164459439 -1.0
2015-04-14-13-44-687000: 1.82068583514 -1.0
2015-04-14-13-44-703000: 1.8417342263 -1.0
2015-04-14-13-44-734000: 1.88931970391 -1.0
2015-04-14-13-44-734000: 1.87859408832 1.88159408832
2015-04-14-13-44-765000: 1.87159474294 -1.0
2015-04-14-13-44-781000: 1.84737398661 -1.0
2015-04-14-13-44-796000: 1.83216677577 -1.0
2015-04-14-13-44-812000: 1.80925524951 -1.0
2015-04-14-13-44-828000: 1.75804421169 -1.0
2015-04-14-13-44-843000: 1.70693388388 -1.0
2015-04-14-13-44-859000: 1.70517145878 -1.0
2015-04-14-13-44-875000: 1.68341809759 -1.0
2015-04-14-13-44-890000: 1.67515987713 -1.0
2015-04-14-13-44-906000: 1.65934840626 -1.0
2015-04-14-13-44-921000: 1.64660859056 -1.0
2015-04-14-13-44-937000: 1.6327106098 -1.0
2015-04-14-13-44-953000: 1.62097789415 -1.0
2015-04-14-13-44-968000: 1.61040334357 -1.0
2015-04-14-13-44-984000: 1.6036054182 -1.0
2015-04-14-13-44-000000: 1.59146986253 -1.0
2015-04-14-13-44-015000: 1.581852057 -1.0
2015-04-14-13-44-031000: 1.57827685181 -1.0
2015-04-14-13-44-046000: 1.56694697618 -1.0
2015-04-14-13-44-062000: 1.563673901 -1.0
2015-04-14-13-44-078000: 1.55717810564 -1.0
2015-04-14-13-44-093000: 1.55481142051 -1.0
2015-04-14-13-44-109000: 1.56221360592 -1.0
2015-04-14-13-44-125000: 1.79792537389 -1.0
2015-04-14-13-44-140000: 1.85497759202 -1.0
2015-04-14-13-44-156000: 1.87718414825 -1.0
2015-04-14-13-44-171000: 1.88312603857 -1.0
2015-04-14-13-44-187000: 1.87441462309 1.87741462309
2015-04-14-13-44-203000: 1.86162445239 -1.0
2015-04-14-13-44-218000: 1.8344831059 -1.0
2015-04-14-13-44-234000: 1.82199506521 -1.0
2015-04-14-13-44-250000: 1.78619265824 -1.0
2015-04-14-13-44-265000: 1.70763885392 -1.0
2015-04-14-13-44-296000: 1.70693388388 -1.0
2015-04-14-13-44-312000: 1.68996424795 -1.0
2015-04-14-13-44-328000: 1.6836698726 -1.0
2015-04-14-13-44-343000: 1.67077899189 -1.0
2015-04-14-13-44-375000: 1.67677123722 -1.0
2015-04-14-13-44-375000: 1.62853114457 -1.0
2015-04-14-13-44-390000: 1.62843043456 -1.0
2015-04-14-13-44-421000: 1.6126693187 -1.0
2015-04-14-13-44-437000: 1.60622387834 -1.0
2015-04-14-13-44-453000: 1.59444080769 -1.0
2015-04-14-13-44-468000: 1.59242660758 -1.0
2015-04-14-13-44-484000: 1.58044211692 -1.0
2015-04-14-13-44-500000: 1.57656478171 -1.0
2015-04-14-13-44-515000: 1.56593987613 -1.0
2015-04-14-13-44-531000: 1.55783272068 -1.0
2015-04-14-13-44-546000: 1.56050153583 -1.0
2015-04-14-13-44-562000: 1.54982627524 -1.0
2015-04-14-13-44-578000: 1.76428823204 -1.0
2015-04-14-13-44-593000: 1.86202729241 -1.0
2015-04-14-13-44-609000: 1.86640817765 -1.0
2015-04-14-13-44-625000: 1.89526159424 -1.0
2015-04-14-13-44-640000: 1.88765798882 1.89065798882
2015-04-14-13-44-656000: 1.87219900297 -1.0
2015-04-14-13-44-671000: 1.85251019689 -1.0
2015-04-14-13-44-687000: 1.83579233597 -1.0
2015-04-14-13-44-703000: 1.80698927438 -1.0
2015-04-14-13-44-718000: 1.74560652601 -1.0
2015-04-14-13-44-734000: 1.72309783977 -1.0
2015-04-14-13-44-750000: 1.71040837907 -1.0
2015-04-14-13-44-765000: 1.68588549272 -1.0
2015-04-14-13-44-781000: 1.67737549726 -1.0
2015-04-14-13-44-796000: 1.66085905635 -1.0
2015-04-14-13-44-812000: 1.65134196082 -1.0
2015-04-14-13-44-828000: 1.63407019487 -1.0
2015-04-14-13-44-843000: 1.618107659 -1.0
2015-04-14-13-44-859000: 1.61221612367 -1.0
2015-04-14-13-44-875000: 1.60038269802 -1.0
2015-04-14-13-44-890000: 1.59116773251 -1.0
2015-04-14-13-44-906000: 1.58472229216 -1.0
2015-04-14-13-44-921000: 1.57963643688 -1.0
2015-04-14-13-44-937000: 1.56891082129 -1.0
2015-04-14-13-44-953000: 1.56327106098 -1.0
2015-04-14-13-44-968000: 1.56060224583 -1.0
2015-04-14-13-44-984000: 1.55471071051 -1.0
2015-04-14-13-44-000000: 1.6673548517 -1.0
2015-04-14-13-44-015000: 1.83191500076 -1.0
2015-04-14-13-44-046000: 1.84928747671 -1.0
2015-04-14-13-44-046000: 1.89727579435 -1.0
2015-04-14-13-44-062000: 1.88926934891 1.89226934891
2015-04-14-13-44-093000: 1.88035651342 -1.0
2015-04-14-13-44-109000: 1.86535072259 -1.0
2015-04-14-13-44-125000: 1.8491364117 -1.0
